LLM,False Positives,False Negatives,Incorrect Extractions,Correct Matches,Precision,Recall,F1score,Accuracy,Source,Hospital,Prompt
gemma327b,22.0,79.0,0.0,7.0,24.13793103448276,8.13953488372093,12.173913043478262,8.13953488372093,ollama,hospital1,LTNER/GPT-NER
mistral(24b),12.0,18.0,2.8333333333333335,65.16666666666667,81.45833333333334,78.3567134268537,79.87742594484168,75.7751937984496,ollama,hospital1,LTNER/GPT-NER
gemma327b,0.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,LTNER/GPT-NER
mistral(24b),5.0,64.0,4.0,18.0,66.66666666666666,21.951219512195124,33.027522935779814,20.930232558139537,ollama,hospital2,LTNER/GPT-NER
llama3.170b,16.0,83.0,0.0,3.0,15.789473684210526,3.488372093023256,5.714285714285714,3.488372093023256,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,6.0,44.0,1.0,41.0,85.41666666666666,48.23529411764706,61.654135338345874,47.674418604651166,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,9.0,55.0,16.0,15.0,37.5,21.428571428571427,27.27272727272727,17.441860465116278,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,3.0,14.0,12.0,60.0,80.0,81.08108108108108,80.53691275167785,69.76744186046511,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,84.0,1.0,1.0,50.0,1.1764705882352942,2.2988505747126435,1.162790697674419,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,9.0,64.0,11.0,11.0,35.483870967741936,14.666666666666666,20.754716981132074,12.790697674418606,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,3.0,81.0,3.0,2.0,25.0,2.4096385542168677,4.395604395604396,2.3255813953488373,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,8.0,60.0,23.0,3.0,8.823529411764707,4.761904761904762,6.185567010309278,3.488372093023256,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,6.0,9.0,3.0,74.0,89.1566265060241,89.1566265060241,89.1566265060241,86.04651162790698,openai,hospital1,Normal
gpt-4.1-mini,0.0,6.0,7.0,73.0,91.25,92.40506329113924,91.8238993710692,84.88372093023256,openai,hospital2,Normal
gpt-4.1-mini,5.0,8.0,3.0,75.0,90.36144578313254,90.36144578313254,90.36144578313254,87.20930232558139,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,1.0,2.0,6.0,78.0,91.76470588235294,97.5,94.54545454545456,90.69767441860463,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,77.0,0.0,9.0,100.0,10.465116279069768,18.947368421052634,10.465116279069768,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,69.0,15.0,2.0,5.88235294117647,2.8169014084507045,3.8095238095238098,2.3255813953488373,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,43.0,2.0,13.0,59.09090909090909,23.214285714285715,33.333333333333336,22.41379310344828,huggingface,hospital1,
NuExtract:4B,1.0,35.0,8.0,15.0,62.5,30.0,40.54054054054054,25.86206896551724,huggingface,hospital2,
GliNER,13.478296703296705,56.47829670329671,0.0,1.5217032967032966,10.144688644688644,2.623626373626373,4.169050127954237,2.623626373626373,gliner,hospital1,
GliNER,12.59994720726428,54.59994720726428,0.0,3.4000527927357203,21.25032995459825,5.86215998747538,9.189331872258704,5.86215998747538,gliner,hospital2,
llama3.170b,4.0,7.0,1.0,50.0,90.9090909090909,87.71929824561403,89.28571428571428,86.20689655172413,ollama,hospital1,Normal
gemma327b,5.0,10.0,2.0,46.0,86.79245283018868,82.14285714285714,84.40366972477064,79.3103448275862,ollama,hospital1,Normal
gemma327b,9.0,41.0,1.0,16.0,61.53846153846154,28.07017543859649,38.55421686746988,27.58620689655172,ollama,hospital2,Normal
mistral(24b),1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,Normal
llama3.170b,1.0,5.0,1.0,52.0,96.29629629629628,91.2280701754386,93.69369369369367,89.65517241379311,ollama,hospital2,Normal
llama3.170b,4.0,7.0,1.0,50.0,90.9090909090909,87.71929824561403,89.28571428571428,86.20689655172413,ollama,hospital1,LTNER/GPT-NER
gemma327b,5.0,10.0,2.0,46.0,86.79245283018868,82.14285714285714,84.40366972477064,79.3103448275862,ollama,hospital1,LTNER/GPT-NER
gemma327b,9.0,41.0,1.0,16.0,61.53846153846154,28.07017543859649,38.55421686746988,27.58620689655172,ollama,hospital2,LTNER/GPT-NER
mistral(24b),1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,LTNER/GPT-NER
llama3.170b,1.0,5.0,1.0,52.0,96.29629629629628,91.2280701754386,93.69369369369367,89.65517241379311,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,4.0,6.0,2.0,50.0,89.28571428571429,89.28571428571429,89.28571428571429,86.20689655172413,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,3.0,48.0,3.0,7.0,53.84615384615385,12.727272727272728,20.58823529411765,12.06896551724138,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,2.0,7.0,12.0,39.0,73.58490566037736,84.78260869565217,78.7878787878788,67.24137931034483,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,1.0,39.0,7.0,12.0,60.0,23.52941176470588,33.80281690140845,20.689655172413794,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,50.0,2.0,6.0,75.0,10.714285714285714,18.75,10.344827586206897,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,7.0,32.0,18.0,8.0,24.24242424242424,20.0,21.917808219178085,13.79310344827586,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,6.0,8.0,1.0,49.0,87.5,85.96491228070175,86.72566371681417,84.48275862068965,openai,hospital1,Normal
gpt-4.1-mini,1.0,4.0,4.0,50.0,90.9090909090909,92.5925925925926,91.74311926605505,86.20689655172413,openai,hospital2,Normal
gpt-4.1-mini,5.0,6.0,0.0,52.0,91.2280701754386,89.65517241379311,90.43478260869564,89.65517241379311,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,0.0,58.0,100.0,100.0,100.0,100.0,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,49.0,0.0,9.0,100.0,15.517241379310343,26.86567164179104,15.517241379310343,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,2.0,35.0,22.0,1.0,4.0,2.7777777777777777,3.278688524590164,1.7241379310344829,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,40.0,12.0,6.0,17.142857142857142,13.043478260869565,14.814814814814811,10.344827586206897,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,7.0,30.0,19.0,9.0,25.71428571428571,23.076923076923077,24.32432432432432,15.517241379310343,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,46.0,3.0,24.0,70.58823529411765,34.285714285714285,46.15384615384615,32.87671232876712,huggingface,hospital1,
NuExtract:4B,1.0,40.0,6.0,27.0,79.41176470588235,40.298507462686565,53.46534653465346,36.986301369863014,huggingface,hospital2,
GliNER,12.152513227513229,71.15251322751323,0.0,1.8474867724867725,13.19633408919123,2.5308037979270854,4.247096028705224,2.5308037979270854,gliner,hospital1,
GliNER,11.211862868314482,66.21186286831448,0.0,6.788137131685518,37.71187295380843,9.2988179886103,14.918982707001138,9.2988179886103,gliner,hospital2,
llama3.170b,9.0,72.0,0.0,1.0,10.0,1.36986301369863,2.4096385542168672,1.36986301369863,ollama,hospital1,Normal
gemma327b,14.0,57.0,1.0,15.0,50.0,20.833333333333336,29.41176470588235,20.54794520547945,ollama,hospital1,Normal
mistral(24b),18.0,50.0,2.0,21.0,51.21951219512195,29.577464788732392,37.5,28.767123287671232,ollama,hospital1,Normal
gemma327b,22.0,70.0,0.0,3.0,12.0,4.10958904109589,6.1224489795918355,4.10958904109589,ollama,hospital2,Normal
llama3.170b,20.0,71.0,0.0,2.0,9.090909090909092,2.73972602739726,4.2105263157894735,2.73972602739726,ollama,hospital2,Normal
llama3.170b,9.0,72.0,0.0,1.0,10.0,1.36986301369863,2.4096385542168672,1.36986301369863,ollama,hospital1,LTNER/GPT-NER
gemma327b,14.0,57.0,1.0,15.0,50.0,20.833333333333336,29.41176470588235,20.54794520547945,ollama,hospital1,LTNER/GPT-NER
mistral(24b),18.0,50.0,2.0,21.0,51.21951219512195,29.577464788732392,37.5,28.767123287671232,ollama,hospital1,LTNER/GPT-NER
gemma327b,22.0,70.0,0.0,3.0,12.0,4.10958904109589,6.1224489795918355,4.10958904109589,ollama,hospital2,LTNER/GPT-NER
llama3.170b,20.0,71.0,0.0,2.0,9.090909090909092,2.73972602739726,4.2105263157894735,2.73972602739726,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,3.0,12.0,1.0,60.0,93.75,83.33333333333334,88.23529411764706,82.1917808219178,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,6.0,58.0,9.0,6.0,28.57142857142857,9.375,14.117647058823527,8.21917808219178,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,0.0,32.0,12.0,29.0,70.73170731707317,47.540983606557376,56.86274509803922,39.726027397260275,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,6.0,57.0,7.0,9.0,40.909090909090914,13.636363636363637,20.454545454545453,12.32876712328767,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,8.0,63.0,0.0,10.0,55.55555555555556,13.6986301369863,21.97802197802198,13.6986301369863,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,7.0,47.0,21.0,5.0,15.151515151515152,9.615384615384617,11.764705882352944,6.8493150684931505,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,5.0,7.0,2.0,64.0,90.14084507042254,90.14084507042254,90.14084507042254,87.67123287671232,openai,hospital1,Normal
gpt-4.1-mini,1.0,6.0,6.0,61.0,89.70588235294117,91.04477611940298,90.37037037037037,83.56164383561644,openai,hospital2,Normal
gpt-4.1-mini,5.0,7.0,0.0,66.0,92.95774647887325,90.41095890410958,91.66666666666669,90.41095890410958,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,2.0,71.0,97.26027397260276,100.0,98.61111111111111,97.26027397260276,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,64.0,0.0,9.0,100.0,12.32876712328767,21.95121951219512,12.32876712328767,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,55.0,16.0,2.0,5.714285714285714,3.508771929824561,4.3478260869565215,2.73972602739726,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,7.0,45.0,23.0,5.0,14.285714285714285,10.0,11.76470588235294,6.8493150684931505,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,48.0,2.0,14.0,60.86956521739131,22.58064516129032,32.94117647058823,21.875,huggingface,hospital1,
NuExtract:4B,1.0,41.0,7.0,16.0,66.66666666666666,28.07017543859649,39.50617283950616,25.0,huggingface,hospital2,
GliNER,12.961904761904762,61.96190476190476,0.0,2.038095238095238,13.587301587301589,3.1845238095238093,5.159734779987944,3.1845238095238093,gliner,hospital1,
GliNER,12.530304299359177,60.53030429935918,0.0,3.469695700640823,21.685598129005143,5.421399532251286,8.674239251602058,5.421399532251286,gliner,hospital2,
llama3.170b,5.0,8.0,0.0,56.0,91.8032786885246,87.5,89.6,87.5,ollama,hospital1,Normal
gemma327b,13.0,27.0,3.0,34.0,68.0,55.73770491803278,61.26126126126126,53.125,ollama,hospital1,Normal
mistral(24b),10.0,8.0,3.0,53.0,80.3030303030303,86.88524590163934,83.46456692913384,82.8125,ollama,hospital1,Normal
gemma327b,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,Normal
mistral(24b),5.0,41.0,6.375,16.625,59.375,28.850325379609544,38.832116788321166,25.9765625,ollama,hospital2,Normal
llama3.170b,5.0,12.0,2.0,50.0,87.71929824561403,80.64516129032258,84.03361344537815,78.125,ollama,hospital2,Normal
llama3.170b,5.0,8.0,0.0,56.0,91.8032786885246,87.5,89.6,87.5,ollama,hospital1,LTNER/GPT-NER
gemma327b,13.0,27.0,3.0,34.0,68.0,55.73770491803278,61.26126126126126,53.125,ollama,hospital1,LTNER/GPT-NER
mistral(24b),10.0,8.0,3.0,53.0,80.3030303030303,86.88524590163934,83.46456692913384,82.8125,ollama,hospital1,LTNER/GPT-NER
gemma327b,13.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,LTNER/GPT-NER
mistral(24b),5.0,41.0,6.375,16.625,59.375,28.850325379609544,38.832116788321166,25.9765625,ollama,hospital2,LTNER/GPT-NER
llama3.170b,5.0,12.0,2.0,50.0,87.71929824561403,80.64516129032258,84.03361344537815,78.125,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,5.0,10.0,2.0,52.0,88.13559322033898,83.87096774193549,85.95041322314049,81.25,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,2.0,50.0,5.0,9.0,56.25,15.254237288135592,24.0,14.0625,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,1.0,25.0,5.0,34.0,85.0,57.6271186440678,68.68686868686869,53.125,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,17.0,47.0,14.0,3.0,8.823529411764707,6.0,7.142857142857143,4.6875,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,55.0,3.0,6.0,66.66666666666666,9.836065573770492,17.142857142857142,9.375,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,8.0,38.0,22.0,4.0,11.76470588235294,9.523809523809524,10.526315789473683,6.25,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,7.0,10.0,0.0,54.0,88.52459016393442,84.375,86.4,84.375,openai,hospital1,Normal
gpt-4.1-mini,1.0,2.0,3.0,59.0,93.65079365079364,96.72131147540983,95.16129032258064,92.1875,openai,hospital2,Normal
gpt-4.1-mini,7.0,10.0,1.0,53.0,86.88524590163934,84.12698412698413,85.48387096774194,82.8125,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,1.0,2.0,2.0,60.0,95.23809523809524,96.7741935483871,96.0,93.75,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,55.0,0.0,9.0,100.0,14.0625,24.65753424657534,14.0625,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,47.0,14.0,3.0,8.823529411764707,6.0,7.142857142857143,4.6875,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,38.0,22.0,4.0,11.76470588235294,9.523809523809524,10.526315789473683,6.25,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,6.0,23.0,3.0,14.0,60.86956521739131,37.83783783783784,46.66666666666667,35.0,huggingface,hospital1,
NuExtract:4B,1.0,17.0,8.0,15.0,62.5,46.875,53.57142857142857,37.5,huggingface,hospital2,
GliNER,12.454395604395604,37.45439560439561,0.0,2.545604395604395,16.97069597069597,6.364010989010989,9.256743256743256,6.364010989010989,gliner,hospital1,
GliNER,11.669841269841273,36.66984126984127,0.0,3.33015873015873,22.2010582010582,8.325396825396824,12.109668109668108,8.325396825396824,gliner,hospital2,
llama3.170b,5.0,8.0,1.0,31.0,83.78378378378379,79.48717948717949,81.57894736842105,77.5,ollama,hospital1,Normal
gemma327b,7.0,12.0,1.0,27.0,77.14285714285715,69.23076923076923,72.97297297297297,67.5,ollama,hospital1,Normal
mistral(24b),9.0,13.0,0.0,27.0,75.0,67.5,71.05263157894737,67.5,ollama,hospital1,Normal
gemma327b,8.0,23.0,1.0,16.0,64.0,41.02564102564102,50.0,40.0,ollama,hospital2,Normal
mistral(24b),3.0,22.0,1.0,17.0,80.95238095238095,43.58974358974359,56.666666666666664,42.5,ollama,hospital2,Normal
llama3.170b,1.0,2.0,3.0,35.0,89.74358974358975,94.5945945945946,92.10526315789474,87.5,ollama,hospital2,Normal
llama3.170b,5.0,8.0,1.0,31.0,83.78378378378379,79.48717948717949,81.57894736842105,77.5,ollama,hospital1,LTNER/GPT-NER
gemma327b,7.0,12.0,1.0,27.0,77.14285714285715,69.23076923076923,72.97297297297297,67.5,ollama,hospital1,LTNER/GPT-NER
mistral(24b),9.0,13.0,0.0,27.0,75.0,67.5,71.05263157894737,67.5,ollama,hospital1,LTNER/GPT-NER
gemma327b,8.0,23.0,1.0,16.0,64.0,41.02564102564102,50.0,40.0,ollama,hospital2,LTNER/GPT-NER
mistral(24b),3.0,22.0,1.0,17.0,80.95238095238095,43.58974358974359,56.666666666666664,42.5,ollama,hospital2,LTNER/GPT-NER
llama3.170b,1.0,2.0,3.0,35.0,89.74358974358975,94.5945945945946,92.10526315789474,87.5,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,3.0,6.0,2.0,32.0,86.48648648648648,84.21052631578947,85.33333333333333,80.0,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,7.0,25.0,5.0,10.0,45.45454545454545,28.57142857142857,35.08771929824561,25.0,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,0.0,6.0,7.0,27.0,79.41176470588235,81.81818181818183,80.59701492537313,67.5,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,5.0,32.0,6.0,2.0,15.384615384615383,5.88235294117647,8.51063829787234,5.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,5.0,16.0,1.0,23.0,79.3103448275862,58.97435897435898,67.64705882352942,57.49999999999999,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,11.0,24.0,8.0,8.0,29.629629629629623,25.0,27.11864406779661,20.0,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,0.0,30.0,9.0,1.0,10.0,3.225806451612903,4.878048780487805,2.5,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,6.0,8.0,1.0,31.0,81.57894736842105,79.48717948717949,80.51948051948052,77.5,openai,hospital1,Normal
gpt-4.1-mini,1.0,4.0,5.0,31.0,83.78378378378379,88.57142857142857,86.11111111111111,77.5,openai,hospital2,Normal
gpt-4.1-mini,6.0,8.0,1.0,31.0,81.57894736842105,79.48717948717949,80.51948051948052,77.5,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,1.0,2.0,4.0,34.0,87.17948717948718,94.44444444444444,90.66666666666666,85.0,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,31.0,0.0,9.0,100.0,22.5,36.734693877551024,22.5,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,23.0,14.0,3.0,8.823529411764707,11.538461538461538,10.000000000000002,7.5,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,14.0,23.0,3.0,8.823529411764707,17.647058823529413,11.764705882352942,7.5,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,8.0,43.0,4.0,24.0,66.66666666666666,35.82089552238806,46.601941747572816,33.80281690140845,huggingface,hospital1,
NuExtract:4B,1.0,32.0,13.0,26.0,65.0,44.827586206896555,53.061224489795926,36.61971830985916,huggingface,hospital2,
GliNER,13.088822397645927,69.08882239764593,0.0,1.911177602354073,12.741184015693822,2.691799439935314,4.44459907524203,2.691799439935314,gliner,hospital1,
GliNER,11.415079365079364,65.41507936507936,0.0,5.5849206349206355,32.852474323062566,7.86608540129667,12.693001443001444,7.86608540129667,gliner,hospital2,
llama3.170b,11.0,70.0,0.0,1.0,8.333333333333332,1.4084507042253522,2.4096385542168677,1.4084507042253522,ollama,hospital1,Normal
gemma327b,12.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital1,Normal
mistral(24b),12.0,9.0,5.0,57.0,77.02702702702703,86.36363636363636,81.42857142857142,80.28169014084507,ollama,hospital1,Normal
gemma327b,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,Normal
llama3.170b,17.0,69.0,0.0,2.0,10.526315789473683,2.8169014084507045,4.444444444444445,2.8169014084507045,ollama,hospital2,Normal
llama3.170b,11.0,70.0,0.0,1.0,8.333333333333332,1.4084507042253522,2.4096385542168677,1.4084507042253522,ollama,hospital1,LTNER/GPT-NER
gemma327b,12.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital1,LTNER/GPT-NER
mistral(24b),12.0,9.0,5.0,57.0,77.02702702702703,86.36363636363636,81.42857142857142,80.28169014084507,ollama,hospital1,LTNER/GPT-NER
gemma327b,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,LTNER/GPT-NER
llama3.170b,17.0,69.0,0.0,2.0,10.526315789473683,2.8169014084507045,4.444444444444445,2.8169014084507045,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,3.0,7.0,0.0,64.0,95.52238805970148,90.14084507042254,92.7536231884058,90.14084507042254,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,4.0,53.0,7.0,11.0,50.0,17.1875,25.58139534883721,15.492957746478872,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,1.0,19.0,12.0,40.0,75.47169811320755,67.79661016949152,71.42857142857142,56.33802816901409,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,3.0,50.0,8.0,13.0,54.166666666666664,20.634920634920633,29.88505747126437,18.30985915492958,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,5.0,65.0,3.0,3.0,27.27272727272727,4.411764705882353,7.59493670886076,4.225352112676056,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,8.0,54.0,14.0,3.0,12.0,5.263157894736842,7.317073170731706,4.225352112676056,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,5.0,7.0,3.0,61.0,88.40579710144928,89.70588235294117,89.05109489051094,85.91549295774648,openai,hospital1,Normal
gpt-4.1-mini,0.0,4.0,4.0,63.0,94.02985074626866,94.02985074626866,94.02985074626864,88.73239436619718,openai,hospital2,Normal
gpt-4.1-mini,5.0,7.0,3.0,61.0,88.40579710144928,89.70588235294117,89.05109489051094,85.91549295774648,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,1.0,70.0,98.59154929577466,100.0,99.29078014184398,98.59154929577466,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,62.0,0.0,9.0,100.0,12.676056338028168,22.5,12.676056338028168,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,3.0,35.0,30.0,6.0,15.384615384615383,14.634146341463412,15.0,8.450704225352112,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,54.0,15.0,2.0,5.88235294117647,3.571428571428571,4.444444444444445,2.8169014084507045,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,45.0,22.0,4.0,11.76470588235294,8.16326530612245,9.638554216867467,5.633802816901409,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,8.0,21.0,5.0,23.0,63.888888888888886,52.27272727272727,57.5,46.93877551020408,huggingface,hospital1,
NuExtract:4B,1.0,18.0,7.0,24.0,75.0,57.14285714285714,64.86486486486486,48.97959183673469,huggingface,hospital2,
GliNER,12.339974937343358,46.33997493734336,0.0,2.6600250626566417,17.733500417710946,5.428622576850289,8.312578320802004,5.428622576850289,gliner,hospital1,
GliNER,12.45648028442146,45.45648028442146,0.0,3.5435197155785385,22.146998222365863,7.231672888935793,10.903137586395504,7.231672888935793,gliner,hospital2,
gpt-4.1-mini,5.0,7.0,3.0,39.0,82.97872340425532,84.78260869565217,83.87096774193547,79.59183673469387,openai,hospital1,Normal
gpt-4.1-mini,0.0,4.0,8.0,37.0,82.22222222222221,90.2439024390244,86.04651162790697,75.51020408163265,openai,hospital2,Normal
gpt-4.1-mini,5.0,7.0,3.0,39.0,82.97872340425532,84.78260869565217,83.87096774193547,79.59183673469387,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,5.0,44.0,89.79591836734694,100.0,94.62365591397852,89.79591836734694,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,40.0,0.0,9.0,100.0,18.367346938775512,31.034482758620697,18.367346938775512,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,32.0,15.0,2.0,5.88235294117647,5.88235294117647,5.88235294117647,4.081632653061225,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,23.0,23.0,3.0,8.823529411764707,11.538461538461538,10.000000000000002,6.122448979591836,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,8.0,39.0,4.0,22.0,64.70588235294117,36.0655737704918,46.31578947368421,33.84615384615385,huggingface,hospital1,
NuExtract:4B,1.0,32.0,10.0,23.0,67.64705882352942,41.81818181818181,51.68539325842697,35.38461538461539,huggingface,hospital2,
GliNER,12.605735930735932,62.60573593073593,0.0,2.394264069264069,15.96176046176046,3.6834831834831823,5.985660173160173,3.6834831834831823,gliner,hospital1,
GliNER,11.361935483870967,60.361935483870965,0.0,4.638064516129033,28.987903225806456,7.135483870967743,11.452011150935885,7.135483870967743,gliner,hospital2,
llama3.170b,4.0,10.0,1.0,54.0,91.52542372881356,84.375,87.8048780487805,83.07692307692308,ollama,hospital1,Normal
